date,city,store,product,sales_revenue_aud,orders,customers,sales_channel,notes
2025-04-12,Sydney,Sydney CBD,Classic Rain Jacket,2811.93,31,26,In-store,
2025-04-12,Melbourne,Melbourne Central,Premium Storm Jacket,3112.16,29,27,Online,
2025-04-12,Brisbane,Brisbane Queen St,Premium Storm Jacket,4473.88,31,29,walk in,
2025-04-12,Perth,Perth Murray St,Premium Storm Jacket,4879.56,30,28,phone,
2025-04-13,Sydney,Sydney CBD,Classic Rain Jacket,5939.64,35,28,Online,
2025-04-13,Melbourne,Melbourne Central,Urban Waterproof Jacket,2978.15,33,30,In-store,
2025-04-13,Brisbane,Brisbane Queen St,Lightweight Poncho,2589.39,24,21,Online,
2025-04-13,Unknown,Perth Murray St,Urban Waterproof Jacket,3183.07,24,19,walk in,
2025-04-14,Sydney,Sydney CBD,Classic Rain Jacket,1242.17,12,11,Online,
2025-04-14,Melbourne,Melbourne Central,Classic Rain Jacket,4553.9,36,66,Online,Customers unusually high vs orders;
2025-04-14,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3263.68,26,26,Online,
2025-04-14,Perth,Perth Murray St,Urban Waterproof Jacket,4275.8,27,25,Online,
2025-04-15,Melbourne,Melbourne Central,Classic Rain Jacket,5041.07,36,28,In-store,
2025-04-15,Brisbane,Brisbane Queen St,Classic Rain Jacket,4062.94,31,32,phone,
2025-04-15,Perth,Perth Murray St,Urban Waterproof Jacket,2645.41,17,15,phone,
2025-04-16,Sydney,Sydney CBD,Urban Waterproof Jacket,1715.37,22,16,walk in,
2025-04-16,Brisbane,Brisbane Queen St,Lightweight Poncho,1829.34,14,14,Online,
2025-04-16,Perth,Perth Murray St,Urban Waterproof Jacket,4001.85,33,25,In-store,
2025-04-17,Sydney,Sydney CBD,Premium Storm Jacket,4474.44,0,28,In-store,Missing orders;
2025-04-17,Melbourne,Melbourne Central,Urban Waterproof Jacket,2493.74,20,15,phone,
2025-04-17,Unknown,Brisbane Queen St,Urban Waterproof Jacket,5195.9,26,24,In-store,Missing city;
2025-04-17,Perth,Perth Murray St,Urban Waterproof Jacket,3658.94,24,22,Online,
2025-04-18,Sydney,Sydney CBD,Lightweight Poncho,2255.15,17,15,Online,
2025-04-18,Melbourne,Melbourne Central,Lightweight Poncho,2570.07,30,26,phone,
2025-04-18,Brisbane,Brisbane Queen St,Lightweight Poncho,2442.94,22,18,In-store,
2025-04-18,Unknown,Perth-Murray,Classic Rain Jacket,2185.9,16,15,walk in,
2025-04-19,Sydney,Sydney CBD,Lightweight Poncho,4753.62,24,21,Online,
2025-04-19,Melbourne,Melbourne Central,Urban Waterproof Jacket,3120.62,19,18,phone,
2025-04-19,Brisbane,Brisbane Queen St,Lightweight Poncho,2583.11,27,24,Online,
2025-04-19,Perth,Perth Murray St,Lightweight Poncho,2567.4,27,22,In-store,
2025-04-20,Sydney,Sydney CBD,Classic Rain Jacket,2298.64,25,23,Online,
2025-04-20,Melbourne,Melbourne Central,Lightweight Poncho,3744.01,33,28,phone,
2025-04-20,Brisbane,Brisbane Queen St,Classic Rain Jacket,3948.56,30,29,walk in,
2025-04-20,Perth,Perth Murray St,Lightweight Poncho,2231.6,17,14,walk in,
2025-04-21,Sydney,Sydney CBD,Premium Storm Jacket,2286.98,20,20,Online,
2025-04-21,Melbourne,Melbourne Central,Urban Waterproof Jacket,3550.68,39,37,In-store,
2025-04-21,Brisbane,Brisbane Queen St,Classic Rain Jacket,3032.28,27,26,walk in,City typo/inconsistent format;
2025-04-21,Perth,Perth Murray St,Classic Rain Jacket,4725.34,37,28,walk in,
2025-04-22,Sydney,Sydney CBD,Urban Waterproof Jacket,2327.05,22,17,Online,
2025-04-22,Melbourne,Melbourne Central,Urban Waterproof Jacket,4800.84,30,29,Online,
2025-04-22,Brisbane,Brisbane Queen St,Premium Storm Jacket,1177.06,14,11,Online,
2025-04-22,Perth,Perth Murray St,Premium Storm Jacket,5902.59,30,28,phone,
2025-04-23,Sydney,Sydney CBD,Lightweight Poncho,2671.99,21,17,phone,
2025-04-23,Melbourne,Melbourne Central,Premium Storm Jacket,6200.84,41,0,phone,Orders stored as text; Missing customers;
2025-04-23,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,873.94,11,11,Online,
2025-04-23,Unknown,Perth Murray St,Classic Rain Jacket,0.0,31,24,phone,Missing revenue;
2025-04-24,Sydney,Sydney CBD,Premium Storm Jacket,2158.9,25,18,Online,
2025-04-24,Melbourne,Melbourne Central,Classic Rain Jacket,2028.27,19,19,In-store,
2025-04-24,Brisbane,Brisbane Queen St,Classic Rain Jacket,0.0,37,35,phone,Missing revenue;
2025-04-24,Perth,Perth Murry St,Urban Waterproof Jacket,3134.83,33,29,In-store,
2025-04-25,Unknown,Sydney CBD,Urban Waterproof Jacket,1327.62,17,14,In-store,Missing city;
2025-04-25,Melbourne,Melbourne Central,Premium Storm Jacket,4246.65,35,27,phone,
2025-04-25,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3595.95,29,27,walk in,
2025-04-25,Perth,Perth Murray St,Lightweight Poncho,2250.57,18,17,In-store,
2025-04-26,Sydney,Sydney CBD,Classic Rain Jacket,6380.77,33,34,In-store,
2025-04-26,Melbourne,Melbourne Central,Premium Storm Jacket,2842.31,29,25,Online,
2025-04-26,Brisbane,Brisbane Queen St,Premium Storm Jacket,2032.39,25,19,Online,
2025-04-26,Perth,Perth Murray St,Classic Rain Jacket,3555.85,38,32,Online,
2025-04-27,Sydney,Sydney-CBD,Urban Waterproof Jacket,2326.42,19,17,In-store,
2025-04-27,Melbourne,Melbourne Central,Urban Waterproof Jacket,2136.35,14,14,In-store,
2025-04-27,Brisbane,Brisbane Queen St,Lightweight Poncho,3958.13,22,17,walk in,
2025-04-27,Perth,Perth Murry St,Premium Storm Jacket,6018.77,36,29,Online,
2025-04-28,Sydney,Sydney CBD,Premium Storm Jacket,2939.23,19,17,Online,
2025-04-28,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,4705.33,50,43,Online,
2025-04-28,Perth,Perth Murray St,Classic Rain Jacket,3410.97,26,20,phone,
2025-04-29,Sydney,Sydney CBD,Urban Waterproof Jacket,3077.87,28,22,In-store,
2025-04-29,Melbourne,Melbourne Central,Urban Waterproof Jacket,2744.09,25,23,phone,
2025-04-29,Brisbane,Brisbane Queen St,Classic Rain Jacket,3104.15,32,25,walk in,
2025-04-29,Perth,Perth Murray St,Classic Rain Jacket,2497.61,22,18,Online,
2025-04-30,Sydney,Sydney CBD,Premium Storm Jacket,1812.57,18,15,Online,
2025-04-30,Melbourne,Melbourne Central,Classic Rain Jacket,2792.89,26,24,In-store,
2025-04-30,Brisbane,Brisbane Queen St,Lightweight Poncho,2614.51,20,18,Online,Orders stored as text;
2025-04-30,Perth,Perth Murray St,Classic Rain Jacket,2114.25,14,14,In-store,
2025-05-01,Sydney,Sydney CBD,Lightweight Poncho,0.0,53,47,In-store,Missing revenue;
2025-05-01,Melbourne,Melbourne Central,Lightweight Poncho,3988.45,30,26,phone,
2025-05-01,Brisbane,Brisbane Queen St,Classic Rain Jacket,1511.83,15,13,phone,
2025-05-01,Perth,Perth Murray St,Premium Storm Jacket,2400.75,25,24,walk in,
2025-05-02,Sydney,Sydney CBD,Premium Storm Jacket,4706.27,26,23,phone,
2025-05-02,Melbourne,Melbourne Central,Urban Waterproof Jacket,3944.55,33,24,phone,
2025-05-02,Brisbane,Brisbane Queen St,Lightweight Poncho,2814.83,22,22,Online,
2025-05-02,Perth,Perth Murray St,Classic Rain Jacket,4598.07,36,27,In-store,
2025-05-03,Sydney,Sydney CBD,Classic Rain Jacket,3326.92,25,19,In-store,
2025-05-03,Melbourne,Melbourne Central,Lightweight Poncho,2783.5,20,16,walk in,
2025-05-03,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,3196.17,17,15,In-store,
2025-05-03,Perth,Perth Murray St,Lightweight Poncho,2799.39,32,25,Online,
2025-05-04,Sydney,Sydney CBD,Classic Rain Jacket,2318.68,23,22,Online,
2025-05-04,Melbourne,Melbourne Central,Premium Storm Jacket,3009.79,23,18,Online,
2025-05-04,Brisbane,Brisbane Queen St,Lightweight Poncho,3993.71,25,24,phone,
2025-05-04,Perth,Perth Murray St,Classic Rain Jacket,4398.43,27,25,phone,Orders stored as text;
2025-05-05,Sydney,Sydney CBD,Urban Waterproof Jacket,4201.21,23,21,phone,
2025-05-05,Melbourne,Melbourne Central,Classic Rain Jacket,4611.09,23,17,Online,
2025-05-05,Brisbane,Brisbane Queen St,Classic Rain Jacket,4081.28,28,26,In-store,
2025-05-05,Perth,Perth Murray St,Classic Rain Jacket,1365.14,16,14,Online,
2025-05-06,Sydney,Sydney CBD,Urban Waterproof Jacket,1464.96,15,11,In-store,
2025-05-06,Melbourne,Melbourne Central,Classic Rain Jacket,6143.14,37,29,In-store,
2025-05-06,Brisbane,Brisbane Queen St,Lightweight Poncho,3310.65,17,15,Online,
2025-05-06,Perth,Perth Murray St,Premium Storm Jacket,3121.79,24,18,Online,
2025-05-07,Sydney,Sydney CBD,Classic Rain Jacket,4217.95,33,26,phone,
2025-05-07,Melbourne,Melbourne Central,Premium Storm Jacket,2895.13,17,16,In-store,
2025-05-07,Brisbane,Brisbane Queen St,Lightweight Poncho,3176.92,22,22,Online,
2025-05-07,Perth,Perth Murray St,Premium Storm Jacket,4111.41,23,22,phone,
2025-05-08,Sydney,Sydney CBD,Urban Waterproof Jacket,5302.93,28,28,Online,
2025-05-08,Melbourne,Melbourne Central,Classic Rain Jacket,4535.04,23,19,Online,
2025-05-08,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,6151.51,31,31,Online,
2025-05-08,Perth,Perth Murray St,Lightweight Poncho,577.79,7,6,In-store,
2025-05-09,Sydney,Sydney CBD,Classic Rain Jacket,2094.91,24,18,In-store,
2025-05-09,Melbourne,Melbourne Central,Classic Rain Jacket,2480.24,29,24,phone,
2025-05-09,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2862.01,32,27,In-store,City typo/inconsistent format;
2025-05-09,Perth,Perth Murray St,Urban Waterproof Jacket,4180.21,28,29,phone,
2025-05-10,Sydney,Sydney CBD,Urban Waterproof Jacket,0.0,22,18,Online,Missing revenue;
2025-05-10,Melbourne,Melbourne Central,Urban Waterproof Jacket,2145.47,19,15,walk in,
2025-05-10,Brisbane,Brisbane Queen St,Classic Rain Jacket,2822.66,28,27,walk in,
2025-05-10,Unknown,Perth Murray St,Lightweight Poncho,3155.74,35,35,Online,
2025-05-11,Sydney,Sydney CBD,Urban Waterproof Jacket,3118.72,41,40,Online,
2025-05-11,Melbourne,Melbourne Central,Lightweight Poncho,2693.08,14,11,walk in,
2025-05-11,Brisbane,Brisbane Queen St,Lightweight Poncho,1908.02,22,22,In-store,
2025-05-11,Perth,Perth Murray St,Classic Rain Jacket,3270.66,35,32,In-store,
2025-05-12,Sydney,Sydney CBD,Urban Waterproof Jacket,4393.83,29,25,In-store,
2025-05-12,Melbourne,Melbourne Central,Lightweight Poncho,4545.54,27,27,Online,
2025-05-12,Brisbane,Brisbane Queen St,Classic Rain Jacket,3940.27,40,32,Online,
2025-05-12,Perth,Perth Murray St,Premium Storm Jacket,1982.38,16,13,In-store,
2025-05-13,Sydney,Sydney CBD,Classic Rain Jacket,1418.72,16,12,Online,
2025-05-13,Melbourne,Melbourne Central,Lightweight Poncho,4948.06,28,23,In-store,
2025-05-13,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,1695.77,14,12,phone,
2025-05-13,Perth,Perth Murray St,Classic Rain Jacket,5309.02,27,21,Online,
2025-05-14,Sydney,Sydney CBD,Classic Rain Jacket,2066.62,19,15,In-store,
2025-05-14,Melbourne,Melbourne Central,Premium Storm Jacket,4956.13,39,40,In-store,
2025-05-14,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,1193.31,14,12,In-store,
2025-05-14,Perth,Perth Murray St,Lightweight Poncho,3975.1,33,29,walk in,
2025-05-15,Sydney,Sydney CBD,Classic Rain Jacket,3443.76,33,28,Online,
2025-05-15,Melbourne,Melbourne Central,Lightweight Poncho,3094.63,36,35,phone,
2025-05-15,Brisbane,Brisbane Queen St,Premium Storm Jacket,4139.31,45,36,Online,
2025-05-15,Perth,Perth Murray St,Classic Rain Jacket,2119.5,18,16,In-store,
2025-05-16,Sydney,Sydney CBD,Urban Waterproof Jacket,5525.69,36,31,Online,
2025-05-16,Melbourne,Melbourne Central,Classic Rain Jacket,1483.79,15,11,In-store,
2025-05-16,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,1865.48,23,18,Online,
2025-05-16,Perth,Perth Murray St,Lightweight Poncho,0.0,25,21,In-store,Revenue stored as text;
2025-05-17,Sydney,Sydney CBD,Lightweight Poncho,2907.75,19,18,walk in,
2025-05-17,Melbourne,Melbourne Central,Premium Storm Jacket,2937.54,30,27,Online,
2025-05-17,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,4519.3,22,22,In-store,
2025-05-17,Perth,Perth Murray St,Classic Rain Jacket,1886.12,23,22,Online,
2025-05-18,Sydney,Sydney CBD,Premium Storm Jacket,3477.74,20,20,Online,
2025-05-18,Melbourne,Melbourne Central,Premium Storm Jacket,5335.65,34,31,Online,
2025-05-18,Brisbane,Brisbane Queen St,Premium Storm Jacket,3010.37,22,20,phone,
2025-05-18,Perth,Perth Murray St,Premium Storm Jacket,3138.74,29,27,Online,
2025-05-19,Sydney,Sydney CBD,Lightweight Poncho,2293.54,18,18,Online,
2025-05-19,Melbourne,Melbourne Central,Premium Storm Jacket,0.0,38,39,Online,Missing revenue;
2025-05-19,Brisbane,Brisbane Queen St,Premium Storm Jacket,4353.15,27,22,walk in,
2025-05-19,Perth,Perth Murray St,Classic Rain Jacket,3575.36,19,18,In-store,
2025-05-20,Sydney,Sydney CBD,Classic Rain Jacket,3944.95,27,26,In-store,
2025-05-20,Melbourne,Melbourne Cntrl,Lightweight Poncho,1587.28,15,15,In-store,
2025-05-20,Brisbane,Brisbane Queen St,Premium Storm Jacket,5769.54,35,34,Online,
2025-05-20,Perth,Perth Murray St,Urban Waterproof Jacket,2735.64,32,24,phone,
2025-05-21,Sydney,Sydney CBD,Classic Rain Jacket,3008.93,28,24,Online,
2025-05-21,Melbourne,Melbourne Central,Classic Rain Jacket,5871.69,35,29,In-store,
2025-05-21,Brisbane,Brisbane Queen St,Classic Rain Jacket,3081.92,30,24,In-store,
2025-05-21,Perth,Perth Murray St,Premium Storm Jacket,2803.87,29,27,In-store,
2025-05-22,Sydney,Sydney CBD,Lightweight Poncho,2243.31,28,27,phone,
2025-05-22,Melbourne,Melbourne Central,Lightweight Poncho,5656.5,36,28,In-store,
2025-05-22,Brisbane,Brisbane Queen St,Lightweight Poncho,3610.29,22,20,Online,
2025-05-22,Perth,Perth Murray St,Classic Rain Jacket,3785.47,36,33,Online,
2025-05-23,Sydney,Sydney CBD,Classic Rain Jacket,2849.7,33,26,Online,
2025-05-23,Melbourne,Melbourne Central,Urban Waterproof Jacket,5655.25,38,36,walk in,
2025-05-23,Brisbane,Brisbane Queen St,Classic Rain Jacket,2657.41,26,24,In-store,
2025-05-23,Perth,Perth Murray St,Urban Waterproof Jacket,1308.51,14,10,phone,
2025-05-24,Sydney,Sydney CBD,Classic Rain Jacket,2921.25,34,30,In-store,
2025-05-24,Melbourne,Melbourne Central,Urban Waterproof Jacket,1999.54,22,21,walk in,
2025-05-24,Melbourne,Melbourne Central,Classic Rain Jacket,1999.54,22,21,walk in,Possible duplicate row
2025-05-24,Brisbane,Brisbane Queen St,Classic Rain Jacket,5802.84,30,30,phone,
2025-05-24,Perth,Perth Murray St,Classic Rain Jacket,1291.69,14,43,walk in,Customers unusually high vs orders;
2025-05-25,Sydney,Sydney CBD,Lightweight Poncho,3676.97,24,20,In-store,
2025-05-25,Melbourne,Melbourne Central,Lightweight Poncho,1751.45,21,19,walk in,
2025-05-25,Brisbane,Brisbane Queen St,Lightweight Poncho,2594.89,24,22,Online,
2025-05-25,Perth,Perth Murray St,Urban Waterproof Jacket,3840.69,29,22,phone,
2025-05-26,Sydney,Sydney CBD,Premium Storm Jacket,6810.75,37,32,In-store,
2025-05-26,Melbourne,Melbourne Central,Lightweight Poncho,5219.62,40,31,In-store,
2025-05-26,Brisbane,Brisbane Queen St,Lightweight Poncho,7096.81,36,35,In-store,
2025-05-26,Perth,Perth Murray St,Urban Waterproof Jacket,0.0,29,24,Online,Revenue stored as text;
2025-05-27,Sydney,Sydney CBD,Classic Rain Jacket,2899.37,26,24,phone,
2025-05-27,Melbourne,Melbourne Central,Urban Waterproof Jacket,5047.22,25,24,In-store,
2025-05-27,Brisbane,Brisbane Queen St,Classic Rain Jacket,5215.63,31,31,In-store,
2025-05-27,Perth,Perth Murray St,Lightweight Poncho,3072.64,28,25,Online,
2025-05-28,Sydney,Sydney CBD,Lightweight Poncho,3957.94,41,41,phone,
2025-05-28,Melbourne,Melbourne Central,Lightweight Poncho,2926.34,27,21,phone,
2025-05-28,Brisbane,Brisbane Queen St,Premium Storm Jacket,2407.5,18,16,phone,
2025-05-28,Perth,Perth Murray St,Lightweight Poncho,4227.37,24,23,Online,
2025-05-29,Melbourne,Melbourne Central,Premium Storm Jacket,4439.77,39,30,In-store,
2025-05-29,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2651.97,24,19,In-store,
2025-05-29,Perth,Perth Murray St,Classic Rain Jacket,3687.02,20,16,walk in,
2025-05-30,Sydney,Sydney CBD,Lightweight Poncho,3415.75,39,40,Online,
2025-05-30,Melbourne,Melbourne Central,Urban Waterproof Jacket,2987.07,33,34,In-store,
2025-05-30,Brisbane,Brisbane Queen St,Premium Storm Jacket,3277.5,20,0,phone,Missing customers;
2025-05-30,Perth,Perth Murray St,Urban Waterproof Jacket,6458.84,45,33,In-store,
2025-05-31,Sydney,Sydney CBD,Lightweight Poncho,6601.5,41,36,In-store,
2025-05-31,Melbourne,Melbourne Central,Urban Waterproof Jacket,3346.76,22,20,Online,
2025-05-31,Brisbane,Brisbane Q Street,Premium Storm Jacket,3897.42,32,27,In-store,
2025-05-31,Perth,Perth Murray St,Premium Storm Jacket,2119.24,24,22,In-store,
2025-06-01,Sydney,Sydney CBD,Premium Storm Jacket,4495.55,23,24,Online,
2025-06-01,Melbourne,Melbourne Central,Urban Waterproof Jacket,6258.51,35,30,phone,
2025-06-01,Brisbane,Brisbane Q Street,Premium Storm Jacket,2893.07,27,24,walk in,
2025-06-01,Perth,Perth Murray St,Premium Storm Jacket,2970.05,38,38,Online,
2025-06-02,Sydney,Sydney CBD,Classic Rain Jacket,3710.17,49,45,phone,
2025-06-02,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,4164.1,39,30,phone,
2025-06-02,Perth,Perth Murray St,Classic Rain Jacket,3938.37,30,28,In-store,
2025-06-03,Sydney,Sydney CBD,Premium Storm Jacket,3607.87,0,23,In-store,Missing orders;
2025-06-03,Melbourne,Melbourne Central,Urban Waterproof Jacket,5007.83,40,39,In-store,
2025-06-03,Brisbane,Brisbane Queen St,Lightweight Poncho,4512.63,35,29,In-store,
2025-06-03,Perth,Perth Murray St,Lightweight Poncho,3884.22,27,23,walk in,
2025-06-04,Sydney,Sydney CBD,Premium Storm Jacket,3208.44,0,33,phone,Missing orders;
2025-06-04,Melbourne,Melbourne Central,Urban Waterproof Jacket,2260.6,20,18,Online,
2025-06-04,Brisbane,Brisbane Queen St,Classic Rain Jacket,2331.94,26,22,walk in,
2025-06-04,Unknown,Perth Murray St,Urban Waterproof Jacket,1981.11,19,15,walk in,
2025-06-05,Sydney,Sydney CBD,Premium Storm Jacket,3804.0,28,26,In-store,
2025-06-05,Melbourne,Melbourne Central,Lightweight Poncho,4328.29,39,31,In-store,
2025-06-05,Brisbane,Brisbane Queen St,Premium Storm Jacket,2744.88,31,27,Online,
2025-06-05,Perth,Perth Murray St,Lightweight Poncho,2611.62,30,31,In-store,
2025-06-06,Sydney,Sydney CBD,Classic Rain Jacket,3563.98,37,36,Online,
2025-06-06,Melbourne,Melbourne Central,Classic Rain Jacket,3861.31,23,18,In-store,
2025-06-06,Brisbane,Brisbane Queen St,Lightweight Poncho,0.0,32,28,In-store,Missing revenue;
2025-06-06,Unknown,Perth Murray St,Classic Rain Jacket,4514.73,44,43,Online,
2025-06-07,Sydney,Sydney-CBD,Premium Storm Jacket,3866.0,31,25,Online,
2025-06-07,Melbourne,Melbourne Central,Lightweight Poncho,3739.12,23,20,phone,
2025-06-07,Brisbane,Brisbane Queen St,Urban Waterproof Jacket,2619.65,16,16,walk in,
2025-06-07,Perth,Perth Murray St,Urban Waterproof Jacket,2196.36,23,22,In-store,
2025-06-08,Sydney,Sydney CBD,Urban Waterproof Jacket,4129.96,29,23,In-store,City typo/inconsistent format;
2025-06-08,Melbourne,Melbourne Central,Classic Rain Jacket,1969.66,25,25,In-store,
2025-06-08,Brisbane,Brisbane Queen St,Lightweight Poncho,4714.29,28,29,phone,
2025-06-08,Perth,Perth Murray St,Lightweight Poncho,3228.63,29,27,In-store,
2025-06-09,Sydney,Sydney CBD,Classic Rain Jacket,2518.75,28,24,Online,
2025-06-09,Melbourne,Melbourne Central,Classic Rain Jacket,5466.16,44,44,Online,
2025-06-09,Brisbane,Brisbane Queen St,Classic Rain Jacket,2762.41,25,21,In-store,
2025-06-09,Perth,Perth Murray St,Lightweight Poncho,2194.47,12,11,phone,
2025-06-10,Sydney,Sydney CBD,Premium Storm Jacket,1978.28,15,15,In-store,
2025-06-10,Melbourne,Melbourne Central,Urban Waterproof Jacket,2554.8,21,18,walk in,
2025-06-10,Brisbane,Brisbane Queen St,Classic Rain Jacket,3441.3,26,19,walk in,
2025-06-10,Perth,Perth Murray St,Premium Storm Jacket,4431.89,26,21,walk in,
2025-06-11,Sydney,Sydney CBD,Lightweight Poncho,1641.11,17,14,In-store,
2025-06-11,Melbourne,Melbourne Central,Lightweight Poncho,1689.19,19,15,phone,
2025-06-11,Brisbane,Brisbane Queen St,Classic Rain Jacket,6715.63,33,28,Online,
2025-06-11,Perth,Perth Murray St,Lightweight Poncho,669.61,8,7,In-store,City typo/inconsistent format;
2025-06-12,Sydney,Sydney CBD,Premium Storm Jacket,4416.99,25,23,In-store,
2025-06-12,Melbourne,Melbourne Central,Classic Rain Jacket,6763.5,33,34,phone,City typo/inconsistent format;
2025-06-12,Brisbane,Brisbane Queen St,Classic Rain Jacket,2667.02,29,24,In-store,
2025-06-12,Perth,Perth Murray St,Premium Storm Jacket,5775.87,31,25,Online,
2025-06-13,Sydney,Sydney CBD,Premium Storm Jacket,0.0,28,24,walk in,Missing revenue;
2025-06-13,Melbourne,Melbourne Central,Premium Storm Jacket,2105.56,15,12,Online,
2025-06-13,Brisbane,Brisbane Queen St,Lightweight Poncho,5151.09,29,22,walk in,
2025-06-13,Perth,Perth-Murray,Urban Waterproof Jacket,3705.23,20,16,In-store,
2025-06-14,Sydney,Sydney CBD,Urban Waterproof Jacket,6057.07,31,31,Online,
2025-06-14,Melbourne,Melbourne Central,Urban Waterproof Jacket,1662.4,16,15,Online,
2025-06-14,Brisbane,Brisbane Queen St,Lightweight Poncho,1702.89,21,21,phone,
2025-06-14,Perth,Perth Murray St,Classic Rain Jacket,3131.88,25,23,In-store,
2025-06-15,Sydney,Sydney CBD,Classic Rain Jacket,2947.53,19,15,phone,
2025-06-15,Melbourne,Melbourne Central,Premium Storm Jacket,5986.02,42,34,In-store,
2025-06-15,Brisbane,Brisbane Queen St,Lightweight Poncho,0.0,25,21,In-store,Revenue stored as text;
2025-06-15,Perth,Perth Murray St,Premium Storm Jacket,3226.24,29,27,In-store,
2025-06-16,Sydney,Sydney CBD,Urban Waterproof Jacket,2410.19,24,18,Online,
2025-06-16,Melbourne,Melbourne Central,Urban Waterproof Jacket,1880.65,16,14,walk in,
2025-06-16,Brisbane,Brisbane Queen St,Lightweight Poncho,3105.84,32,28,In-store,
